※ 매월 말일자 통계 현황,,,,,,,
,,2022년02월,,,,,
행정기관코드,행정기관,총인구수,세대수,세대당 인구,남자 인구수,여자 인구수,남여 비율
2653067000,부산광역시 사상구 학장동,"28,097","12,139",          2.31,"14,020","14,077",          1.00
2653068000,부산광역시 사상구 엄궁동,"26,771","10,514",          2.55,"13,372","13,399",          1.00
2671000000,부산광역시 기장군 ,"176,721","76,959",          2.30,"87,487","89,234",          0.98
2671025000,부산광역시 기장군 기장읍,"52,849","25,709",          2.06,"25,776","27,073",          0.95
2671025300,부산광역시 기장군 장안읍,"8,547","4,704",          1.82,"4,608","3,939",          1.17
2671025600,부산광역시 기장군 정관읍,"81,648","31,917",          2.56,"40,374","41,274",          0.98
2671031000,부산광역시 기장군 일광면,"25,783","10,734",          2.40,"12,730","13,053",          0.98
2671033000,부산광역시 기장군 철마면,"7,894","3,895",          2.03,"3,999","3,895",          1.03
2700000000,대구광역시  ,"2,381,095","1,065,477",          2.23,"1,173,039","1,208,056",          0.97
2711000000,대구광역시 중구 ,"74,710","38,485",          1.94,"35,870","38,840",          0.92
2711051700,대구광역시 중구 동인동,"7,947","4,788",          1.66,"3,966","3,981",          1.00
2711054500,대구광역시 중구 삼덕동,"6,551","4,102",          1.60,"3,101","3,450",          0.90
2711056500,대구광역시 중구 성내1동,"4,981","3,459",          1.44,"2,389","2,592",          0.92
2711057500,대구광역시 중구 성내2동,"4,480","2,909",          1.54,"2,244","2,236",          1.00
2711058500,대구광역시 중구 성내3동,"4,728","2,301",          2.05,"2,379","2,349",          1.01
2711059500,대구광역시 중구 대신동,"7,827","3,299",          2.37,"3,810","4,017",          0.95
2711064000,대구광역시 중구 남산1동,"4,753","2,717",          1.75,"2,294","2,459",          0.93
2711065000,대구광역시 중구 남산2동,"6,688","3,087",          2.17,"3,189","3,499",          0.91
2711066000,대구광역시 중구 남산3동,"6,647","2,922",          2.27,"3,080","3,567",          0.86
2711067000,대구광역시 중구 남산4동,"11,426","4,863",          2.35,"5,306","6,120",          0.87
2711068000,대구광역시 중구 대봉1동,"6,853","3,078",          2.23,"3,202","3,651",          0.88
2711069000,대구광역시 중구 대봉2동,"1,829",960,          1.91,910,919,          0.99
2714000000,대구광역시 동구 ,"341,730","159,020",          2.15,"167,994","173,736",          0.97
2714051000,대구광역시 동구 신암1동,"8,896","4,582",          1.94,"4,459","4,437",          1.00
2714052000,대구광역시 동구 신암2동,"10,321","4,474",          2.31,"4,891","5,430",          0.90
2714053000,대구광역시 동구 신암3동,"11,762","5,199",          2.26,"5,782","5,980",          0.97
2714054000,대구광역시 동구 신암4동,"11,402","6,338",          1.80,"5,721","5,681",          1.01
2714054100,대구광역시 동구 신암5동,"6,278","3,167",          1.98,"2,950","3,328",          0.89
2714055500,대구광역시 동구 신천1.2동,"12,872","6,141",          2.10,"6,099","6,773",          0.90
2714057000,대구광역시 동구 신천3동,"11,637","5,071",          2.29,"5,764","5,873",          0.98
2714058000,대구광역시 동구 신천4동,"8,278","5,022",          1.65,"4,128","4,150",          0.99
2714059000,대구광역시 동구 효목1동,"13,655","7,091",          1.93,"6,769","6,886",          0.98
2714060000,대구광역시 동구 효목2동,"13,185","6,451",          2.04,"6,297","6,888",          0.91
2714061500,대구광역시 동구 도평동,"4,003","2,053",          1.95,"2,124","1,879",          1.13
2714062000,대구광역시 동구 불로.봉무동,"21,249","8,802",          2.41,"10,428","10,821",          0.96
2714064000,대구광역시 동구 지저동,"14,491","6,996",          2.07,"7,224","7,267",          0.99
2714065500,대구광역시 동구 동촌동,"15,610","7,832",          1.99,"7,841","7,769",          1.01
2714067000,대구광역시 동구 방촌동,"18,763","8,390",          2.24,"9,027","9,736",          0.93
2714068500,대구광역시 동구 해안동,"15,164","7,280",          2.08,"7,603","7,561",          1.01
2714072000,대구광역시 동구 안심1동,"42,078","19,982",          2.11,"20,613","21,465",          0.96
2714073000,대구광역시 동구 안심2동,"10,979","4,988",          2.20,"5,487","5,492",          1.00
2714074200,대구광역시 동구 안심3동,"21,891","8,619",          2.54,"10,611","11,280",          0.94
2714074700,대구광역시 동구 안심4동,"28,938","11,927",          2.43,"14,314","14,624",          0.98
2714075500,대구광역시 동구 혁신동,"18,557","8,658",          2.14,"9,193","9,364",          0.98
2714076000,대구광역시 동구 공산동,"21,721","9,957",          2.18,"10,669","11,052",          0.97
2717000000,대구광역시 서구 ,"163,588","82,132",          1.99,"81,680","81,908",          1.00
2717051000,대구광역시 서구 내당1동,"8,391","4,234",          1.98,"4,136","4,255",          0.97
2717052500,대구광역시 서구 내당2.3동,"9,736","5,060",          1.92,"4,682","5,054",          0.93
2717054000,대구광역시 서구 내당4동,"16,546","8,101",          2.04,"7,977","8,569",          0.93
2717055000,대구광역시 서구 비산1동,"9,649","4,943",          1.95,"4,928","4,721",          1.04
2717056500,대구광역시 서구 비산2.3동,"9,227","5,095",          1.81,"4,568","4,659",          0.98
2717058000,대구광역시 서구 비산4동,"9,750","4,746",          2.05,"4,770","4,980",          0.96
2717059000,대구광역시 서구 비산5동,"6,054","3,400",          1.78,"3,091","2,963",          1.04
2717060000,대구광역시 서구 비산6동,"7,596","3,805",          2.00,"3,733","3,863",          0.97
2717061000,대구광역시 서구 비산7동,"9,927","5,602",          1.77,"5,259","4,668",          1.13
2717062000,대구광역시 서구 평리1동,"7,808","4,015",          1.94,"3,911","3,897",          1.00
2717063000,대구광역시 서구 평리2동,"7,984","3,635",          2.20,"3,886","4,098",          0.95
2717064000,대구광역시 서구 평리3동,"9,912","5,126",          1.93,"4,994","4,918",          1.02
2717065000,대구광역시 서구 평리4동,"17,975","8,555",          2.10,"8,923","9,052",          0.99
2717066000,대구광역시 서구 평리5동,"1,717",912,          1.88,904,813,          1.11
2717066100,대구광역시 서구 평리6동,"3,694","1,916",          1.93,"1,996","1,698",          1.18
2717067500,대구광역시 서구 상중이동,"20,030","8,933",          2.24,"10,071","9,959",          1.01
2717069500,대구광역시 서구 원대동,"7,592","4,054",          1.87,"3,851","3,741",          1.03
2720000000,대구광역시 남구 ,"142,558","76,102",          1.87,"68,464","74,094",          0.92
2720051500,대구광역시 남구 이천동,"11,979","5,561",          2.15,"5,646","6,333",          0.89
2720053000,대구광역시 남구 봉덕1동,"9,139","5,281",          1.73,"4,394","4,745",          0.93
2720054000,대구광역시 남구 봉덕2동,"12,448","5,474",          2.27,"5,904","6,544",          0.90
2720055000,대구광역시 남구 봉덕3동,"16,641","8,437",          1.97,"7,935","8,706",          0.91
2720056000,대구광역시 남구 대명1동,"11,313","5,880",          1.92,"5,524","5,789",          0.95
2720057100,대구광역시 남구 대명2동,"10,202","6,096",          1.67,"4,860","5,342",          0.91
2720058600,대구광역시 남구 대명3동,"10,816","6,312",          1.71,"5,323","5,493",          0.97
2720059000,대구광역시 남구 대명4동,"10,971","5,961",          1.84,"5,337","5,634",          0.95
2720060000,대구광역시 남구 대명5동,"6,171","3,541",          1.74,"2,927","3,244",          0.90
2720061000,대구광역시 남구 대명6동,"9,558","5,223",          1.83,"4,566","4,992",          0.91
2720064000,대구광역시 남구 대명9동,"15,618","8,534",          1.83,"7,634","7,984",          0.96
2720065000,대구광역시 남구 대명10동,"9,074","5,034",          1.80,"4,288","4,786",          0.90
2720066000,대구광역시 남구 대명11동,"8,628","4,768",          1.81,"4,126","4,502",          0.92
2723000000,대구광역시 북구 ,"436,613","191,571",          2.28,"217,176","219,437",          0.99
2723051000,대구광역시 북구 고성동,"4,879","2,263",          2.16,"2,371","2,508",          0.95
2723052600,대구광역시 북구 칠성동,"23,432","10,449",          2.24,"11,255","12,177",          0.92
2723055000,대구광역시 북구 침산1동,"4,095","2,054",          1.99,"2,180","1,915",          1.14
2723056000,대구광역시 북구 침산2동,"18,610","6,955",          2.68,"8,945","9,665",          0.93
2723057000,대구광역시 북구 침산3동,"19,768","7,540",          2.62,"9,528","10,240",          0.93
2723061000,대구광역시 북구 산격1동,"9,181","5,254",          1.75,"4,573","4,608",          0.99
2723062000,대구광역시 북구 산격2동,"10,747","4,739",          2.27,"5,239","5,508",          0.95
2723063000,대구광역시 북구 산격3동,"8,935","5,814",          1.54,"4,674","4,261",          1.10
2723063100,대구광역시 북구 산격4동,"8,385","4,502",          1.86,"4,392","3,993",          1.10
2723064500,대구광역시 북구 대현동,"17,582","9,010",          1.95,"8,834","8,748",          1.01
2723067100,대구광역시 북구 복현1동,"7,536","4,918",          1.53,"4,155","3,381",          1.23
2723067200,대구광역시 북구 복현2동,"30,956","12,440",          2.49,"15,357","15,599",          0.98
2723068000,대구광역시 북구 검단동,"6,424","3,196",          2.01,"3,199","3,225",          0.99
2723069500,대구광역시 북구 무태조야동,"36,358","15,265",          2.38,"18,507","17,851",          1.04
2723071500,대구광역시 북구 관문동,"36,514","14,801",          2.47,"18,209","18,305",          0.99
2723072500,대구광역시 북구 태전1동,"21,991","10,308",          2.13,"11,056","10,935",          1.01
2723073500,대구광역시 북구 태전2동,"24,361","10,843",          2.25,"11,980","12,381",          0.97
2723074500,대구광역시 북구 구암동,"34,890","13,500",          2.58,"17,141","17,749",          0.97
2723075000,대구광역시 북구 관음동,"16,366","7,471",          2.19,"8,261","8,105",          1.02
2723077000,대구광역시 북구 읍내동,"26,787","11,747",          2.28,"13,261","13,526",          0.98
2723078000,대구광역시 북구 동천동,"27,749","10,555",          2.63,"13,471","14,278",          0.94
2723079000,대구광역시 북구 노원동,"11,525","5,835",          1.98,"5,997","5,528",          1.08
2723080000,대구광역시 북구 국우동,"29,542","12,112",          2.44,"14,591","14,951",          0.98
2726000000,대구광역시 수성구 ,"416,496","171,549",          2.43,"201,368","215,128",          0.94
2726051000,대구광역시 수성구 범어1동,"16,647","6,412",          2.60,"7,901","8,746",          0.90
2726052000,대구광역시 수성구 범어2동,"15,440","6,958",          2.22,"7,493","7,947",          0.94
2726053000,대구광역시 수성구 범어3동,"16,603","6,168",          2.69,"7,971","8,632",          0.92
2726054000,대구광역시 수성구 범어4동,"19,887","6,675",          2.98,"9,761","10,126",          0.96
2726055000,대구광역시 수성구 만촌1동,"22,716","9,002",          2.52,"11,056","11,660",          0.95
2726056000,대구광역시 수성구 만촌2동,"10,944","5,065",          2.16,"5,430","5,514",          0.98
2726056100,대구광역시 수성구 만촌3동,"19,529","6,860",          2.85,"10,190","9,339",          1.09
2726057000,대구광역시 수성구 수성1가동,"17,912","7,191",          2.49,"8,220","9,692",          0.85
2726058000,대구광역시 수성구 수성2.3가동,"11,842","4,687",          2.53,"5,749","6,093",          0.94
2726059000,대구광역시 수성구 수성4가동,"14,426","5,863",          2.46,"6,718","7,708",          0.87
2726060100,대구광역시 수성구 황금1동,"23,647","8,298",          2.85,"11,316","12,331",          0.92
2726060200,대구광역시 수성구 황금2동,"10,655","5,588",          1.91,"5,138","5,517",          0.93
2726061000,대구광역시 수성구 중동,"11,966","6,069",          1.97,"5,999","5,967",          1.01
2726062000,대구광역시 수성구 상동,"16,232","7,924",          2.05,"7,868","8,364",          0.94
2726063000,대구광역시 수성구 파동,"12,525","5,551",          2.26,"6,004","6,521",          0.92
2726064000,대구광역시 수성구 두산동,"14,166","7,092",          2.00,"6,900","7,266",          0.95
2726065100,대구광역시 수성구 지산1동,"21,788","10,630",          2.05,"10,372","11,416",          0.91
2726065200,대구광역시 수성구 지산2동,"18,636","7,968",          2.34,"8,783","9,853",          0.89
2726066100,대구광역시 수성구 범물1동,"11,272","5,961",          1.89,"5,120","6,152",          0.83
2726066200,대구광역시 수성구 범물2동,"17,108","6,660",          2.57,"8,290","8,818",          0.94
2726067000,대구광역시 수성구 고산1동,"30,680","11,233",          2.73,"14,846","15,834",          0.94
2726068000,대구광역시 수성구 고산2동,"28,766","11,115",          2.59,"14,272","14,494",          0.98
2726069000,대구광역시 수성구 고산3동,"33,109","12,579",          2.63,"15,971","17,138",          0.93
2729000000,대구광역시 달서구 ,"543,469","235,076",          2.31,"267,631","275,838",          0.97
2729051500,대구광역시 달서구 성당동,"23,127","10,658",          2.17,"11,216","11,911",          0.94
2729053500,대구광역시 달서구 두류1.2동,"14,450","8,328",          1.74,"7,058","7,392",          0.95
2729055000,대구광역시 달서구 두류3동,"8,220","4,102",          2.00,"3,987","4,233",          0.94
2729055500,대구광역시 달서구 감삼동,"26,330","11,381",          2.31,"12,820","13,510",          0.95
2729056300,대구광역시 달서구 죽전동,"13,537","6,900",          1.96,"6,686","6,851",          0.98
2729056800,대구광역시 달서구 장기동,"17,105","7,207",          2.37,"8,417","8,688",          0.97
2729057100,대구광역시 달서구 용산1동,"30,843","12,499",          2.47,"15,476","15,367",          1.01
2729057200,대구광역시 달서구 용산2동,"28,677","11,442",          2.51,"14,396","14,281",          1.01
2729057600,대구광역시 달서구 이곡1동,"22,989","9,320",          2.47,"11,538","11,451",          1.01
2729057700,대구광역시 달서구 이곡2동,"16,442","7,132",          2.31,"8,311","8,131",          1.02
